Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Machito,Machito,http://dbpedia.org/resource/Machito,https://linkedjazz.org/image/square/Machito.png,Q29,Q32,
Jackie Gleason,Jackie_Gleason,http://dbpedia.org/resource/Jackie_Gleason,https://linkedjazz.org/image/square/Jackie_Gleason.png,Q29,Q32,
Percy Humphrey,Percy_Humphrey,http://dbpedia.org/resource/Percy_Humphrey,https://linkedjazz.org/image/square/Percy_Humphrey.png,Q29,Q32,
Willie Humphrey,Willie_Humphrey,http://dbpedia.org/resource/Willie_Humphrey,https://linkedjazz.org/image/square/Willie_Humphrey.png,Q29,Q32,
Richie Ray,Richie_Ray,http://dbpedia.org/resource/Richie_Ray,https://linkedjazz.org/image/square/Richie_Ray.png,Q29,Q32,
Jelly Roll Morton,Jelly_Roll_Morton,http://dbpedia.org/resource/Jelly_Roll_Morton,https://linkedjazz.org/image/square/Jelly_Roll_Morton.png,Q29,Q32,
Curtis Porter,Curtis_Porter,,https://linkedjazz.org/image/square/Curtis_Porter.png,Q29,Q32,
Alice Coltrane,Alice_Coltrane,http://dbpedia.org/resource/Alice_Coltrane,https://linkedjazz.org/image/square/Alice_Coltrane.png,Q29,Q32,
McCoy Tyner,McCoy_Tyner,http://dbpedia.org/resource/McCoy_Tyner,https://linkedjazz.org/image/square/McCoy_Tyner.png,Q29,Q32,
Billy Higgins,Billy_Higgins,http://dbpedia.org/resource/Billy_Higgins,https://linkedjazz.org/image/square/Billy_Higgins.png,Q29,Q32,
Cal Massey,Cal_Massey,http://dbpedia.org/resource/Cal_Massey,https://linkedjazz.org/image/square/Cal_Massey.png,Q29,Q32,
Elvin Jones,Elvin_Jones,http://dbpedia.org/resource/Elvin_Jones,https://linkedjazz.org/image/square/Elvin_Jones.png,Q29,Q32,
Mel Brooks,Mel_Brooks,http://dbpedia.org/resource/Mel_Brooks,https://linkedjazz.org/image/square/Mel_Brooks.png,Q29,Q32,
Jimmy Lyons,Jimmy_Lyons,http://dbpedia.org/resource/Jimmy_Lyons,https://linkedjazz.org/image/square/Jimmy_Lyons.png,Q29,Q32,
Joyce DeFranco,Joyce_DeFranco,,https://linkedjazz.org/image/square/Joyce_DeFranco.png,Q29,Q32,
Symphony Sid,Symphony_Sid,http://dbpedia.org/resource/Symphony_Sid,https://linkedjazz.org/image/square/Symphony_Sid.png,Q29,Q32,
Lee Konitz,Lee_Konitz,http://dbpedia.org/resource/Lee_Konitz,https://linkedjazz.org/image/square/Lee_Konitz.png,Q29,Q32,
Nat Hentoff,Nat_Hentoff,http://dbpedia.org/resource/Nat_Hentoff,https://linkedjazz.org/image/square/Nat_Hentoff.png,Q29,Q32,
Ray McKinley,Ray_McKinley,http://dbpedia.org/resource/Ray_McKinley,https://linkedjazz.org/image/square/Ray_McKinley.png,Q29,Q32,
Myra Lavin,Myra_Lavin,,https://linkedjazz.org/image/square/Myra_Lavin.png,Q29,Q32,
Sy Oliver,Sy_Oliver,http://dbpedia.org/resource/Sy_Oliver,https://linkedjazz.org/image/square/Sy_Oliver.png,Q29,Q32,
Bobby White,Bobby_White,,https://linkedjazz.org/image/square/Bobby_White.png,Q29,Q32,
Wilhelm Reich,Wilhelm_Reich,http://dbpedia.org/resource/Wilheim_Reich,https://linkedjazz.org/image/square/Wilheim_Reich.png,Q29,Q32,
Al Alberts,Al_Alberts,http://dbpedia.org/resource/Al_Alberts,https://linkedjazz.org/image/square/Al_Alberts.png,Q29,Q32,
Tom Ranier,Tom_Ranier,http://dbpedia.org/resource/Tom_Ranier,https://linkedjazz.org/image/square/Tom_Ranier.png,Q29,Q32,
Frank Tiberi,Frank_Tiberi,http://dbpedia.org/resource/Frank_Tiberi,https://linkedjazz.org/image/square/Frank_Tiberi.png,Q29,Q32,
Ronnie Scott,Ronnie_Scott,http://dbpedia.org/resource/Ronnie_Scott,https://linkedjazz.org/image/square/Ronnie_Scott.png,Q29,Q32,
Sidney Bechet,Sidney_Bechet,http://dbpedia.org/resource/Sidney_Bechet,https://linkedjazz.org/image/square/Sidney_Bechet.png,Q29,Q32,
Ken Peplowski,Ken_Peplowski,http://dbpedia.org/resource/Ken_Peplowski,https://linkedjazz.org/image/square/Ken_Peplowski.png,Q29,Q32,
Neal Hefti,Neal_Hefti,http://dbpedia.org/resource/Neal_Hefti,https://linkedjazz.org/image/square/Neal_Hefti.png,Q29,Q32,
Fats Waller,Fats_Waller,http://dbpedia.org/resource/Fats_Waller,https://linkedjazz.org/image/square/Fats_Waller.png,Q29,Q32,
Jackie Mason,Jackie_Mason,http://dbpedia.org/resource/Jackie_Mason,https://linkedjazz.org/image/square/Jackie_Mason.png,Q29,Q32,
Stan Getz,Stan_Getz,http://dbpedia.org/resource/Stan_Getz,https://linkedjazz.org/image/square/Stan_Getz.png,Q29,Q32,
Billy Shaw,Billy_Shaw,,https://linkedjazz.org/image/square/Billy_Shaw.png,Q29,Q32,
Jimmy Hamilton,Jimmy_Hamilton,http://dbpedia.org/resource/Jimmy_Hamilton,https://linkedjazz.org/image/square/Jimmy_Hamilton.png,Q29,Q32,
Louise Giordano,Louise_Giordano,,https://linkedjazz.org/image/square/Louise_Giordano.png,Q29,Q32,
Lenny Sinisgalli,Lenny_Sinisgalli,,https://linkedjazz.org/image/square/Lenny_Sinisgalli.png,Q29,Q32,
Clark Sisters,Clark_Sisters,http://dbpedia.org/resource/Clark_Sisters,https://linkedjazz.org/image/square/Clark_Sisters.png,Q29,Q32,
Billy Krechmer,Billy_Krechmer,,https://linkedjazz.org/image/square/Billy_Krechmer.png,Q29,Q32,
Mel Torme,Mel_Torme,http://dbpedia.org/resource/Mel_Torm%C3%A9,https://linkedjazz.org/image/square/Mel_Torm̩.png,Q29,Q32,
Buddy Arnold,Buddy_Arnold,http://dbpedia.org/resource/Buddy_Arnold,https://linkedjazz.org/image/square/Buddy_Arnold.png,Q29,Q32,
Lance Boyd,Lance_Boyd,,https://linkedjazz.org/image/square/Lance_Boyd.png,Q29,Q32,
Steve Botek,Steve_Botek,,https://linkedjazz.org/image/square/Steve_Botek.png,Q29,Q32,
Bill Finegan,Bill_Finegan,http://dbpedia.org/resource/Bill_Finegan,https://linkedjazz.org/image/square/Bill_Finegan.png,Q29,Q32,
Teddy Wilson,Teddy_Wilson,http://dbpedia.org/resource/Teddy_Wilson,https://linkedjazz.org/image/square/Teddy_Wilson.png,Q29,Q32,
Lennie Tristano,Lennie_Tristano,http://dbpedia.org/resource/Lennie_Tristano,https://linkedjazz.org/image/square/Lennie_Tristano.png,Q29,Q32,
Tom Gumina,Tom_Gumina,,https://linkedjazz.org/image/square/Tom_Gumina.png,Q29,Q32,
Louie Bellson,Louie_Bellson,http://dbpedia.org/resource/Louie_Bellson,https://linkedjazz.org/image/square/Louie_Bellson.png,Q29,Q32,
Charlie Ventura,Charlie_Ventura,http://dbpedia.org/resource/Charlie_Ventura,https://linkedjazz.org/image/square/Charlie_Ventura.png,Q29,Q32,
Ray Brown,Ray_Brown,http://dbpedia.org/resource/Ray_Brown_(musician),https://linkedjazz.org/image/square/Ray_Brown_(musician).png,Q29,Q32,
Phil Woods,Phil_Woods,http://dbpedia.org/resource/Phil_Woods,https://linkedjazz.org/image/square/Phil_Woods.png,Q29,Q32,
Oscar Pettiford,Oscar_Pettiford,http://dbpedia.org/resource/Oscar_Pettiford,https://linkedjazz.org/image/square/Oscar_Pettiford.png,Q29,Q32,
Roy Eldridge,Roy_Eldridge,http://dbpedia.org/resource/Roy_Eldridge,https://linkedjazz.org/image/square/Roy_Eldridge.png,Q29,Q32,
Matt Copus,Matt_Copus,,https://linkedjazz.org/image/square/Matt_Copus.png,Q29,Q32,
Ronnie Aldrich,Ronnie_Aldrich,,https://linkedjazz.org/image/square/Ronnie_Aldrich.png,Q29,Q32,
Milt Jackson,Milt_Jackson,http://dbpedia.org/resource/Milt_Jackson,https://linkedjazz.org/image/square/Milt_Jackson.png,Q29,Q32,
Ross Hastings,Ross_Hastings,,https://linkedjazz.org/image/square/Ross_Hastings.png,Q29,Q32,
Buddy Rich,Buddy_Rich,http://dbpedia.org/resource/Buddy_Rich,https://linkedjazz.org/image/square/Buddy_Rich.png,Q29,Q32,
Art Mooney,Art_Mooney,http://dbpedia.org/resource/Art_Mooney,https://linkedjazz.org/image/square/Art_Mooney.png,Q29,Q32,
William D. Simone,William_D._Simone,,https://linkedjazz.org/image/square/William_D._Simone.png,Q29,Q32,
Mike Stockland,Mike_Stockland,,https://linkedjazz.org/image/square/Mike_Stockland.png,Q29,Q32,
Karen Horney,Karen_Horney,http://dbpedia.org/resource/Karen_Horney,https://linkedjazz.org/image/square/Karen_Horney.png,Q29,Q32,
John Levy,John_Levy,http://dbpedia.org/resource/John_Levy_(musician),https://linkedjazz.org/image/square/John_Levy_(musician).png,Q29,Q32,
Pat Dane,Pat_Dane,,https://linkedjazz.org/image/square/Pat_Dane.png,Q29,Q32,
Elliot Lawrence,Elliot_Lawrence,http://dbpedia.org/resource/Elliot_Lawrence,https://linkedjazz.org/image/square/Elliot_Lawrence.png,Q29,Q32,
Eugene Hall,Eugene_Hall,http://dbpedia.org/resource/Eugene_Hall,https://linkedjazz.org/image/square/Eugene_Hall.png,Q29,Q32,
Sonny Clark,Sonny_Clark,http://dbpedia.org/resource/Sonny_Clark,https://linkedjazz.org/image/square/Sonny_Clark.png,Q29,Q32,
Pee Wee Russell,Pee_Wee_Russell,http://dbpedia.org/resource/Pee_Wee_Russell,https://linkedjazz.org/image/square/Pee_Wee_Russell.png,Q29,Q32,
Gene Quill,Gene_Quill,http://dbpedia.org/resource/Gene_Quill,https://linkedjazz.org/image/square/Gene_Quill.png,Q29,Q32,
Molly Murphy,Molly_Murphy,,https://linkedjazz.org/image/square/Molly_Murphy.png,Q29,Q32,
Herb Ellis,Herb_Ellis,http://dbpedia.org/resource/Herb_Ellis,https://linkedjazz.org/image/square/Herb_Ellis.png,Q29,Q32,
Eugene Wright,Eugene_Wright,http://dbpedia.org/resource/Eugene_Wright,https://linkedjazz.org/image/square/Eugene_Wright.png,Q29,Q32,
Bobby Graf,Bobby_Graf,,https://linkedjazz.org/image/square/Bobby_Graf.png,Q29,Q32,
Sandy Block,Sandy_Block,http://dbpedia.org/resource/Sandy_Block,https://linkedjazz.org/image/square/Sandy_Block.png,Q29,Q32,
Dave McKay,Dave_McKay,http://dbpedia.org/resource/Dave_MacKay_%28musician%29,https://linkedjazz.org/image/square/Dave_MacKay_(musician).png,Q29,Q32,
Gerry Mulligan,Gerry_Mulligan,http://dbpedia.org/resource/Gerry_Mulligan,https://linkedjazz.org/image/square/Gerry_Mulligan.png,Q29,Q32,
Ross Wyre,Ross_Wyre,,https://linkedjazz.org/image/square/Ross_Wyre.png,Q29,Q32,
Terry Gibbs,Terry_Gibbs,http://dbpedia.org/resource/Terry_Gibbs,https://linkedjazz.org/image/square/Terry_Gibbs.png,Q29,Q32,
Kenny Drew,Kenny_Drew,http://dbpedia.org/resource/Kenny_Drew,https://linkedjazz.org/image/square/Kenny_Drew.png,Q29,Q32,
Nat Siegel,Nat_Siegel,,https://linkedjazz.org/image/square/Nat_Siegel.png,Q29,Q32,
Christopher Hitchens,Christopher_Hitchens,http://dbpedia.org/resource/Christopher_Hitchens,https://linkedjazz.org/image/square/Christopher_Hitchens.png,Q29,Q32,
Jimmy Pupa,Jimmy_Pupa,,https://linkedjazz.org/image/square/Jimmy_Pupa.png,Q29,Q32,
Jeff Hamilton,Jeff_Hamilton,http://dbpedia.org/resource/Jeff_Hamilton_(drummer),https://linkedjazz.org/image/square/Jeff_Hamilton_(drummer).png,Q29,Q32,
Jamey Aebersold,Jamey_Aebersold,http://dbpedia.org/resource/Jamey_Aebersold,https://linkedjazz.org/image/square/Jamey_Aebersold.png,Q29,Q32,
Art Blakey,Art_Blakey,http://dbpedia.org/resource/Art_Blakey,https://linkedjazz.org/image/square/Art_Blakey.png,Q29,Q32,
Leonard DeFranco,Leonard_DeFranco,,https://linkedjazz.org/image/square/Leonard_DeFranco.png,Q29,Q32,
Kai Winding,Kai_Winding,http://dbpedia.org/resource/Kai_Winding,https://linkedjazz.org/image/square/Kai_Winding.png,Q29,Q32,
Caesar Petrillo,Caesar_Petrillo,http://dbpedia.org/resource/Caesar_Petrillo,https://linkedjazz.org/image/square/Caesar_Petrillo.png,Q29,Q32,
Johnny Mintz,Johnny_Mintz,,https://linkedjazz.org/image/square/Johnny_Mintz.png,Q29,Q32,
Bill Haley,Bill_Haley,http://dbpedia.org/resource/Bill_Haley,https://linkedjazz.org/image/square/Bill_Haley.png,Q29,Q32,
George Shearing,George_Shearing,http://dbpedia.org/resource/George_Shearing,https://linkedjazz.org/image/square/George_Shearing.png,Q29,Q32,
Pete Candoli,Pete_Candoli,http://dbpedia.org/resource/Pete_Candoli,https://linkedjazz.org/image/square/Pete_Candoli.png,Q29,Q32,
Nelson Riddle,Nelson_Riddle,http://dbpedia.org/resource/Nelson_Riddle,https://linkedjazz.org/image/square/Nelson_Riddle.png,Q29,Q32,
Bob Bates,Bob_Bates,http://dbpedia.org/resource/Bob_Bates_(musician),https://linkedjazz.org/image/square/Bob_Bates_(musician).png,Q29,Q32,
Happy Cotrill,Happy_Cotrill,,https://linkedjazz.org/image/square/Happy_Cotrill.png,Q29,Q32,
Stephen Hawking,Stephen_Hawking,http://dbpedia.org/resource/Stephen_Hawking,https://linkedjazz.org/image/square/Stephen_Hawking.png,Q29,Q32,
Bernie Glow,Bernie_Glow,http://dbpedia.org/resource/Bernie_Glow,https://linkedjazz.org/image/square/Bernie_Glow.png,Q29,Q32,
Vito Pascucci,Vito_Pascucci,,https://linkedjazz.org/image/square/Vito_Pascucci.png,Q29,Q32,
Hal Schaffer,Hal_Schaffer,,https://linkedjazz.org/image/square/Hal_Schaffer.png,Q29,Q32,
Fred Waring,Fred_Waring,http://dbpedia.org/resource/Fred_Waring,https://linkedjazz.org/image/square/Fred_Waring.png,Q29,Q32,
Barbara Walter,Barbara_Walter,http://dbpedia.org/resource/Barbara_Walters,https://linkedjazz.org/image/square/Barbara_Walters.png,Q29,Q32,
Marshall Royal,Marshall_Royal,http://dbpedia.org/resource/Marshall_Royal,https://linkedjazz.org/image/square/Marshall_Royal.png,Q29,Q32,
Rudy Van Gelder,Rudy_Van_Gelder,http://dbpedia.org/resource/Rudy_Van_Gelder,https://linkedjazz.org/image/square/Rudy_Van_Gelder.png,Q29,Q32,
Benny Golson,Benny_Golson,http://dbpedia.org/resource/Benny_Golson,https://linkedjazz.org/image/square/Benny_Golson.png,Q29,Q32,
Ray Bradbury,Ray_Bradbury,http://dbpedia.org/resource/Ray_Bradbury,https://linkedjazz.org/image/square/Ray_Bradbury.png,Q29,Q32,
Anat Cohen,Anat_Cohen,http://dbpedia.org/resource/Anat_Cohen,https://linkedjazz.org/image/square/Anat_Cohen.png,Q29,Q32,
Eddie Daniels,Eddie_Daniels,http://dbpedia.org/resource/Eddie_Daniels,https://linkedjazz.org/image/square/Eddie_Daniels.png,Q29,Q32,
Billy VerPlanck,Billy_VerPlanck,,https://linkedjazz.org/image/square/Billy_VerPlanck.png,Q29,Q32,
Whitney Balliett,Whitney_Balliett,http://dbpedia.org/resource/Whitney_Balliett,https://linkedjazz.org/image/square/Whitney_Balliett.png,Q29,Q32,
Toots Thielemans,Toots_Thielemans,http://dbpedia.org/resource/Toots_Thielemans,https://linkedjazz.org/image/square/Toots_Thielemans.png,Q29,Q32,
Leonard Feather,Leonard_Feather,http://dbpedia.org/resource/Leonard_Feather,https://linkedjazz.org/image/square/Leonard_Feather.png,Q29,Q32,
John Denman,John_Denman,,https://linkedjazz.org/image/square/John_Denman.png,Q29,Q32,
Andy Kirk,Andy_Kirk,http://dbpedia.org/resource/Andy_Kirk_(musician),https://linkedjazz.org/image/square/Andy_Kirk_(musician).png,Q29,Q32,
John McHale,John_McHale,http://dbpedia.org/resource/John_McHale_(baseball),https://linkedjazz.org/image/square/John_McHale_(baseball).png,Q29,Q32,
Dave Brubeck,Dave_Brubeck,http://dbpedia.org/resource/Dave_Brubeck,https://linkedjazz.org/image/square/Dave_Brubeck.png,Q29,Q32,
Osie Johnson,Osie_Johnson,http://dbpedia.org/resource/Osie_Johnson,https://linkedjazz.org/image/square/Osie_Johnson.png,Q29,Q32,
Dorothy Donnegan,Dorothy_Donnegan,,https://linkedjazz.org/image/square/Dorothy_Donnegan.png,Q29,Q32,
Mary Lou Williams,Mary_Lou_Williams,http://dbpedia.org/resource/Mary_Lou_Williams,https://linkedjazz.org/image/square/Mary_Lou_Williams.png,Q29,Q32,
Monk Rowe,Monk_Rowe,,https://linkedjazz.org/image/square/Monk_Rowe.png,Q29,Q32,
Lucky Millinder,Lucky_Millinder,http://dbpedia.org/resource/Lucky_Millinder,https://linkedjazz.org/image/square/Lucky_Millinder.png,Q29,Q32,
Marian McPartland,Marian_McPartland,http://dbpedia.org/resource/Marian_McPartland,https://linkedjazz.org/image/square/Marian_McPartland.png,Q29,Q32,
Jay Leonhart,Jay_Leonhart,http://dbpedia.org/resource/Jay_Leonhart,https://linkedjazz.org/image/square/Jay_Leonhart.png,Q29,Q32,
Jane Jarvis,Jane_Jarvis,http://dbpedia.org/resource/Jane_Jarvis,https://linkedjazz.org/image/square/Jane_Jarvis.png,Q29,Q32,
Ethel Waters,Ethel_Waters,http://dbpedia.org/resource/Ethel_Waters,https://linkedjazz.org/image/square/Ethel_Waters.png,Q29,Q32,
Eddie Williams,Eddie_Williams,http://dbpedia.org/resource/Eddie_Williams_(saxophonist),https://linkedjazz.org/image/square/Eddie_Williams_(saxophonist).png,Q29,Q32,
Neal Tate,Neal_Tate,,https://linkedjazz.org/image/square/Neal_Tate.png,Q29,Q32,
Zane Paul,Zane_Paul,,https://linkedjazz.org/image/square/Zane_Paul.png,Q29,Q32,
Ray Burns,Ray_Burns,,https://linkedjazz.org/image/square/Ray_Burns.png,Q29,Q32,
Jim Mahenza,Jim_Mahenza,,https://linkedjazz.org/image/square/Jim_Mahenza.png,Q29,Q32,
King Curtis,King_Curtis,http://dbpedia.org/resource/King_Curtis,https://linkedjazz.org/image/square/King_Curtis.png,Q29,Q32,
Kate Smith,Kate_Smith,http://dbpedia.org/resource/Kate_Smith,https://linkedjazz.org/image/square/Kate_Smith.png,Q29,Q32,
Galt McDermott,Galt_McDermott,,https://linkedjazz.org/image/square/Galt_McDermott.png,Q29,Q32,
Sugar Chile Robinson,Sugar_Chile_Robinson,http://dbpedia.org/resource/Sugar_Chile_Robinson,https://linkedjazz.org/image/square/Sugar_Chile_Robinson.png,Q29,Q32,
Bill Regis,Bill_Regis,,https://linkedjazz.org/image/square/Bill_Regis.png,Q29,Q32,
Horace Silver,Horace_Silver,http://dbpedia.org/resource/Horace_Silver,https://linkedjazz.org/image/square/Horace_Silver.png,Q29,Q32,
Cootie Williams,Cootie_Williams,http://dbpedia.org/resource/Cootie_Williams,https://linkedjazz.org/image/square/Cootie_Williams.png,Q29,Q32,
Joe Comfort,Joe_Comfort,http://dbpedia.org/resource/Joe_Comfort,https://linkedjazz.org/image/square/Joe_Comfort.png,Q29,Q32,
Bill Jennings,Bill_Jennings,,https://linkedjazz.org/image/square/Bill_Jennings.png,Q29,Q32,
Frank Sinatra,Frank_Sinatra,http://dbpedia.org/resource/Frank_Sinatra,https://linkedjazz.org/image/square/Frank_Sinatra.png,Q29,Q32,
Pearl Bailey,Pearl_Bailey,http://dbpedia.org/resource/Pearl_Bailey,https://linkedjazz.org/image/square/Pearl_Bailey.png,Q29,Q32,
Nicholas Brothers,Nicholas_Brothers,,https://linkedjazz.org/image/square/Nicholas_Brothers.png,Q29,Q32,
Johnny Johanna,Johnny_Johanna,,https://linkedjazz.org/image/square/Johnny_Johanna.png,Q29,Q32,
Helen Humes,Helen_Humes,http://dbpedia.org/resource/Helen_Humes,https://linkedjazz.org/image/square/Helen_Humes.png,Q29,Q32,
Bing Crosby,Bing_Crosby,http://dbpedia.org/resource/Bing_Crosby,https://linkedjazz.org/image/square/Bing_Crosby.png,Q29,Q32,
Esther Williams,Esther_Williams,,https://linkedjazz.org/image/square/Esther_Williams.png,Q29,Q32,
Bob Haggart,Bob_Haggart,http://dbpedia.org/resource/Bob_Haggart,https://linkedjazz.org/image/square/Bob_Haggart.png,Q29,Q32,
Ivory Joe Hunter,Ivory_Joe_Hunter,http://dbpedia.org/resource/Ivory_Joe_Hunter,https://linkedjazz.org/image/square/Ivory_Joe_Hunter.png,Q29,Q32,
Michael Butler,Michael_Butler,,https://linkedjazz.org/image/square/Michael_Butler.png,Q29,Q32,
Alan Fontaine,Alan_Fontaine,,https://linkedjazz.org/image/square/Alan_Fontaine.png,Q29,Q32,
Dave Wilborn,Dave_Wilborn,http://dbpedia.org/resource/Dave_Wilborn,https://linkedjazz.org/image/square/Dave_Wilborn.png,Q29,Q32,
Sonny Payne,Sonny_Payne,http://dbpedia.org/resource/Sonny_Payne,https://linkedjazz.org/image/square/Sonny_Payne.png,Q29,Q32,
Eddie Davis,Eddie_Davis,"http://dbpedia.org/resource/Eddie_""Lockjaw""_Davis",https://linkedjazz.org/image/square/Eddie_Lockjaw_Davis.png,Q29,Q32,
Don Redman,Don_Redman,http://dbpedia.org/resource/Don_Redman,https://linkedjazz.org/image/square/Don_Redman.png,Q29,Q32,
Eva Jessye,Eva_Jessye,http://dbpedia.org/resource/Eva_Jessye,https://linkedjazz.org/image/square/Eva_Jessye.png,Q29,Q32,
Bill Hughes,Bill_Hughes,http://dbpedia.org/resource/Bill_Hughes_(musician),https://linkedjazz.org/image/square/Bill_Hughes_(musician).png,Q29,Q32,
Eubie Blake,Eubie_Blake,http://dbpedia.org/resource/Eubie_Blake,https://linkedjazz.org/image/square/Eubie_Blake.png,Q29,Q32,
Anne Brown,Anne_Brown,http://dbpedia.org/resource/Anne_Brown,https://linkedjazz.org/image/square/Anne_Brown.png,Q29,Q32,
Earl Partello,Earl_Partello,,https://linkedjazz.org/image/square/Earl_Partello.png,Q29,Q32,
Budd Johnson,Budd_Johnson,http://dbpedia.org/resource/Budd_Johnson,https://linkedjazz.org/image/square/Budd_Johnson.png,Q29,Q32,
Frank Foster,Frank_Foster,http://dbpedia.org/resource/Frank_Foster_(musician),https://linkedjazz.org/image/square/Frank_Foster_(musician).png,Q29,Q32,
Thelonius Monk,Thelonius_Monk,,https://linkedjazz.org/image/square/Thelonius_Monk.png,Q29,Q32,
Sammy Davis Jr,Sammy_Davis_Jr,"http://dbpedia.org/resource/Sammy_Davis,_Jr.","https://linkedjazz.org/image/square/Sammy_Davis,_Jr..png",Q29,Q32,
Bobby Tucker,Bobby_Tucker,http://dbpedia.org/resource/Bobby_Tucker,https://linkedjazz.org/image/square/Bobby_Tucker.png,Q29,Q32,
Ed Eckstine,Ed_Eckstine,,https://linkedjazz.org/image/square/Ed_Eckstine.png,Q29,Q32,
Johnny Hodges,Johnny_Hodges,http://dbpedia.org/resource/Johnny_Hodges,https://linkedjazz.org/image/square/Johnny_Hodges.png,Q29,Q32,
Joe Newman,Joe_Newman,http://dbpedia.org/resource/Joe_Newman_(trumpeter),https://linkedjazz.org/image/square/Joe_Newman_(trumpeter).png,Q29,Q32,
Kenny Clarke,Kenny_Clarke,http://dbpedia.org/resource/Kenny_Clarke,https://linkedjazz.org/image/square/Kenny_Clarke.png,Q29,Q32,
Bunk Johnson,Bunk_Johnson,http://dbpedia.org/resource/Bunk_Johnson,https://linkedjazz.org/image/square/Bunk_Johnson.png,Q29,Q32,
Art Taylor,Art_Taylor,http://dbpedia.org/resource/Art_Taylor,https://linkedjazz.org/image/square/Art_Taylor.png,Q29,Q32,
Terri Lyne Carrington,Terri_Lyne_Carrington,http://dbpedia.org/resource/Terri_Lyne_Carrington,https://linkedjazz.org/image/square/Terri_Lyne_Carrington.png,Q29,Q32,
